"","C9","I9","C11","I11","C16","I16"
"MSTRG.10350",0.323685,0.28695,0.264468,0.24029,0.325746,0.36077
"MSTRG.10351",0,0,0.172246,0,0,0
"MSTRG.10352",0,0,0,0,0,0
"MSTRG.10353",0.015164,0,0.020501,0,0,0
"MSTRG.10354",0,0,0,0,0,0
"MSTRG.10355",0,0,0,0,0,0
"MSTRG.10356",2.820246,2.875623,2.534242,2.515978,2.622188,2.248654
"MSTRG.10357",0,0,0,0,0,0
"MSTRG.10358",8.289413,11.592572,13.823858,13.438259,7.002457,6.85542
"MSTRG.10359",0,0,0,0,0,0
"MSTRG.1036",36.079388,54.258801,45.613876,45.496666,48.069645,52.19125
"MSTRG.10360",0.443091,0.703023,0.346044,0.561738,0.48318,0.43217
"MSTRG.10361",0.28918,0.203698,0.116884,0.151606,0.150483,0.128469
"MSTRG.10362",0.153191,0.165833,0,0,0,0
"MSTRG.10363",0.057422,0.06639,0.039299,0,0,0.028061
"MSTRG.10364",0,0,0,0,0,0
"MSTRG.10365",0.209758,0.252471,0.049035,0.055358,0,0
"MSTRG.10366",0.523013,0.166268,0.136796,0.449751,0.06646,0.472273
"MSTRG.10367",0.073791,0.112654,0.087824,0.081912,0.019383,0.022383
"MSTRG.10368",433.368094,442.437071,402.290825,404.227977,200.973672,196.749429
"MSTRG.10369",0,0,0,0,0.09517,0
"MSTRG.1037",0.54168,0,0,0,0,0
"MSTRG.10370",0.62944,0.515213,0.328464,0.660944,0.454673,0.483884
"MSTRG.10371",23.776666,28.392794,24.037787,26.480625,20.115041,18.627498
"MSTRG.10372",0.680886,0.385756,0.469757,0.333992,0.116568,0.116075
"MSTRG.10373",2.343523,3.434001,1.262798,2.222192,2.843114,3.318638
"MSTRG.10374",53.670094,61.317618,56.317643,61.599019,61.021369,59.812881
"MSTRG.10375",22.19479,22.775227,25.856598,26.526331,18.04175,18.701513
"MSTRG.10376",10.763028,11.586442,11.805666,12.284889,9.072475,9.885678
"MSTRG.10377",22.263868,24.340753,22.395808,24.551357,13.627879,15.20018
"MSTRG.10378",0,0,0,0,0,0
"MSTRG.10379",0.080821,0.037368,0.023356,0.032287,0.033889,0.028364
"MSTRG.1038",0,0,0,0,0,0
"MSTRG.10380",0,0,0,0,0,0
"MSTRG.10381",5.952276,7.758809,4.519061,5.013849,5.162017,5.351778
"MSTRG.10382",0,0,0,0,0,0
"MSTRG.10383",0,0.040588,0,0.048729,0.056804,0
"MSTRG.10384",0,0,0,0,0,0
"MSTRG.10385",0,0,0,0,0,0
"MSTRG.10386",6.049323,8.392901,8.201837,8.277272,7.308345,9.51836
"MSTRG.10387",0.023295,0.135439,0,0,0,0
"MSTRG.10388",4.756973,7.163011,5.717995,5.998843,11.019916,13.070362
"MSTRG.10389",145.070766,158.810554,108.8069,124.944497,161.538009,171.337707
"MSTRG.1039",0.129177,0.145396,0,0,0,0
"MSTRG.10390",0,0,0,0,0,0
"MSTRG.10391",12.391216,11.821828,12.551936,12.373349,13.804958,13.967474
"MSTRG.10392",390.736857,419.776863,384.142122,398.394782,336.514449,333.869014
"MSTRG.10393",5.650298,6.901395,5.692663,6.596243,5.826696,6.341977
"MSTRG.10394",16.266483,19.498048,13.644049,16.455403,20.374039,21.086786
"MSTRG.10395",0.726294,0.888137,0.845928,0.94321,0.513722,0.803663
"MSTRG.10396",0,0,0,0,0,0
"MSTRG.10397",0.097827,0.095673,0.047045,0.19892,0.292435,0.25702
"MSTRG.10398",0.58818,0.984649,0.341964,0.532743,0.298223,0.496699
"MSTRG.10399",1.601852,1.234499,2.088803,0.809412,1.431157,1.170444
"MSTRG.104",1.342251,1.589502,0.855822,1.112736,1.472039,1.638781
"MSTRG.1040",83.318367,106.066978,94.301849,96.385277,99.157745,96.350136
"MSTRG.10400",3.494903,4.362108,3.730466,4.089386,4.177529,4.828177
"MSTRG.10401",5.009768,5.091718,5.127574,5.624251,1.206044,0.401209
"MSTRG.10402",35.43916,42.268439,30.702673,33.057408,31.91728,34.844407
"MSTRG.10403",0.038396,0.068542,0.11503,0.138273,0.054435,0.086066
"MSTRG.10404",9.592937,12.819152,8.462241,10.122848,20.574024,22.76969
"MSTRG.10405",0.371286,0.78394,0.19108,0.194966,0.266234,0.595235
"MSTRG.10406",0.096603,0.122563,0.166322,0,0,0
"MSTRG.10407",0,0,0,0,0,0
"MSTRG.10408",0,0,0,0,0,0
"MSTRG.10409",0,0,0,0.019012,0,0
"MSTRG.1041",0,0.092726,0,0,0,0.039596
"MSTRG.10410",0.011515,0,0,0.042249,0,0.029732
"MSTRG.10411",0.04178,0,0,0,0,0
"MSTRG.10412",0,0,0,0,0,0
"MSTRG.10413",0,0,0,0,0,0
"MSTRG.10414",0.023437,0.021117,0,0.015866,0,0.011297
"MSTRG.10415",7.356586,8.422179,6.280899,7.274271,9.017308,9.955589
"MSTRG.10416",23.132065,26.017671,22.028718,27.131999,23.187374,26.62137
"MSTRG.10417",0,0,0,0,0,0
"MSTRG.10418",12.170753,13.920347,10.823359,11.877531,12.208173,13.504687
"MSTRG.10419",0.005601,0.008492,0.013293,0.002916,0.00201,0.01616
"MSTRG.1042",5.868632,5.961486,6.929667,6.096728,5.326277,5.344463
"MSTRG.10420",408.866571,431.498373,414.562096,428.237086,456.169527,439.50286
"MSTRG.10421",4.980294,3.689615,2.33481,2.76015,2.567032,1.490692
"MSTRG.10422",0,0,0,0,0,0
"MSTRG.10423",0,0,0,0,0,0
"MSTRG.10424",9.123624,11.47002,6.79904,6.264707,9.358352,8.999473
"MSTRG.10425",0,0.012956,0,0,0.009529,0.03592
"MSTRG.10426",9.748333,9.640035,8.668961,10.559547,6.13026,8.227498
"MSTRG.10427",5.353654,6.048903,4.463913,5.086292,5.250055,5.196703
"MSTRG.10428",0.851416,1.041398,0.518171,0.703644,1.022408,0.813222
"MSTRG.10429",4.700109,5.019305,3.875097,3.982998,4.311915,4.891249
"MSTRG.1043",0.727454,0.526169,0.590746,0.477584,0.307557,0.428986
"MSTRG.10430",0.044966,0.111555,0.036291,0.030143,0.03564,0.034006
"MSTRG.10431",0,0.092956,0,0,0.039887,0
"MSTRG.10432",10.475977,12.302097,12.417379,12.661762,14.863138,19.066895
"MSTRG.10433",0.372322,0.62176,0.585155,0.608714,0.732038,0.469718
"MSTRG.10434",0.044684,0.048456,0,0.07689,0.05492,0.032697
"MSTRG.10435",0,0,0,0,0,0
"MSTRG.10436",0,0,0,0,0,0.027379
"MSTRG.10437",67.259644,72.124107,75.370354,82.990021,68.624298,73.440628
"MSTRG.10438",24.693279,28.571885,22.852135,24.753607,26.126058,28.044245
"MSTRG.10439",0.093901,0.110064,0.014425,0.043238,0.042213,0.049735
"MSTRG.1044",19.385843,22.05304,21.19852,20.453227,11.975852,19.409386
"MSTRG.10440",0.064971,0.115235,0,0,0.027645,0
"MSTRG.10441",7.726838,8.747575,6.465956,6.047006,6.99216,7.608298
"MSTRG.10442",0.250547,0.174116,0.213869,0.227292,0.191336,0.294839
"MSTRG.10443",15.368222,17.709969,18.989859,18.247442,7.821976,7.956239
"MSTRG.10444",0,0,0,0,0,0
"MSTRG.10445",2.12546,2.233876,2.598963,2.877099,1.818921,1.516246
"MSTRG.10446",0.757159,0.994873,0.44739,0.309988,0.43663,0.476876
"MSTRG.10447",0.273949,0.099181,0.276703,0.544815,0,0.403022
"MSTRG.10448",0.108935,0.060889,0,0.04463,0.109947,0.125573
"MSTRG.10449",9.406136,10.037562,8.183146,9.855699,6.14995,7.559392
"MSTRG.1045",15.977138,21.445617,19.759634,21.349813,10.980938,13.34022
"MSTRG.10450",19.427038,18.290339,18.780886,20.732487,15.880478,17.522909
"MSTRG.10451",8.435016,9.726676,7.083063,8.648438,6.469004,6.507469
"MSTRG.10452",4.793772,4.744229,3.820931,4.694024,3.946088,4.879653
"MSTRG.10453",1.330682,1.858095,0.802641,1.33162,0.890102,1.009179
"MSTRG.10454",24.824311,27.437861,24.49088,27.95849,23.740945,27.093019
"MSTRG.10455",17.474923,20.330408,11.192034,14.199691,21.178511,22.450021
"MSTRG.10456",12.691173,12.91966,16.563311,16.93239,10.654315,8.74974
"MSTRG.10457",13.771129,14.394427,12.820042,15.788792,10.455712,11.695261
"MSTRG.10458",6.689204,5.908223,7.532859,7.767967,3.424788,3.891811
"MSTRG.10459",0,0,0,0,0,0
"MSTRG.1046",8.365655,11.913763,11.760955,13.480124,14.75408,16.183528
"MSTRG.10460",0.449056,0.799434,0.151853,0.320488,0.78893,0.829348
"MSTRG.10461",0.011398,0.007242,0,0.00627,0,0.013066
"MSTRG.10462",0,0,0,0,0,0
"MSTRG.10463",1.578538,1.500358,1.110437,1.607798,1.146305,1.490908
"MSTRG.10464",3.190914,2.399306,2.265185,2.694837,2.123172,2.269661
"MSTRG.10465",0,0,0,0,0,0
"MSTRG.10466",0,0.009161,0,0,0,0
"MSTRG.10467",0,0,0,0,0,0
"MSTRG.10468",0,0,0,0,0,0
"MSTRG.10469",0,0,0,0,0,0
"MSTRG.1047",120.742372,112.607227,129.771547,134.235431,95.845871,87.343937
"MSTRG.10470",0.063877,0.1323,0.049274,0.078791,0.058086,0.08877
"MSTRG.10471",0,0.025851,0.058207,0.026573,0,0.122646
"MSTRG.10472",0.025053,0.051269,0.005488,0.042427,0.035361,0.005151
"MSTRG.10473",0.012136,0,0,0,0,0
"MSTRG.10474",0,0,0,0,0,0
"MSTRG.10475",0,0,0,0,0,0
"MSTRG.10476",0,0,0,0,0,0
"MSTRG.10477",0,0,0,0,0,0
"MSTRG.10478",0,0,0,0.034605,0.036414,0.08085
"MSTRG.10479",0.264794,0.296613,0.221148,0.278423,0.409545,0.557256
"MSTRG.1048",0,0.114554,0.143582,0.221548,0.286272,0.556507
"MSTRG.10480",9.270293,9.158779,8.366947,8.488781,7.45814,8.900743
"MSTRG.10481",4.993435,6.861027,4.648148,4.516255,4.119626,4.332856
"MSTRG.10482",21.854404,22.672192,16.214838,18.627512,18.992268,20.600512
"MSTRG.10483",47.368047,56.612098,49.858517,50.578589,80.76422,76.010074
"MSTRG.10484",7.635436,7.866708,5.807264,7.097571,8.62052,9.367405
"MSTRG.10485",0.093964,0.095299,0.13386,0.131764,0.07884,0.091477
"MSTRG.10486",10.048642,11.442336,11.246029,11.096025,9.612693,8.559711
"MSTRG.10487",1.809905,1.961727,1.57838,3.24582,1.162041,1.60779
"MSTRG.10488",8.738754,10.504177,10.84142,11.448881,7.213489,8.116657
"MSTRG.10489",221.394827,322.984539,226.907902,236.679527,141.632112,130.265186
"MSTRG.1049",2.797778,3.582392,5.394006,5.659247,6.401031,6.412806
"MSTRG.10490",0.35327,0.167193,0.098227,0.167013,0.166162,0.251823
"MSTRG.10491",84.967659,103.525928,101.343384,106.579904,126.57782,127.038535
"MSTRG.10492",13.539292,17.456594,9.618368,10.440162,10.13858,10.818367
"MSTRG.10493",4.317935,4.627694,4.074777,4.12315,3.750051,4.68383
"MSTRG.10494",35.468941,43.452756,29.576324,35.699098,55.067502,61.850127
"MSTRG.10495",0,0,0,0,0,0
"MSTRG.10496",0,0,0,0,0.007767,0.019379
"MSTRG.10497",0,0,0,0,0,0
"MSTRG.10498",0,0.182245,0,0.081824,0.179465,0.284846
"MSTRG.10499",14.622762,15.24025,14.675293,15.362013,15.944765,15.081655
"MSTRG.105",5.062794,4.541524,2.617062,2.65197,0.620039,0.948221
"MSTRG.1050",28.895247,34.339271,36.673322,43.73567,13.923661,16.585464
"MSTRG.10500",27.9365,32.434444,24.038101,27.688965,35.433426,38.131696
"MSTRG.10501",2.346127,2.633346,0,2.588997,0,3.588239
"MSTRG.10502",0,0.024296,0,0.065042,0,0.029463
"MSTRG.10503",4.431305,5.423124,5.382351,5.551106,4.303975,6.303547
"MSTRG.10504",128.181609,147.088989,143.234204,144.322414,162.645583,160.008653
"MSTRG.10505",10.1374,10.47145,7.812837,8.75821,11.588645,11.062347
"MSTRG.10506",12.986695,13.285449,13.604566,15.457755,17.572856,15.170781
"MSTRG.10507",4.445615,6.740425,4.414528,5.196327,3.833925,4.9935
"MSTRG.10508",10.778962,10.559889,13.401332,10.723054,9.201971,9.153742
"MSTRG.10509",0.817734,1.097077,0.554575,0.761143,1.426637,1.403406
"MSTRG.1051",8.322621,9.772626,6.171604,6.841059,3.293177,3.855108
"MSTRG.10510",17.578071,20.707034,14.002454,14.904358,46.09277,46.306574
"MSTRG.10511",1.085747,2.013281,1.795898,1.63024,0.500181,0.743979
"MSTRG.10512",0.012378,0,0,0,0,0
"MSTRG.10513",0,0,0,0,0,0
"MSTRG.10514",0.076558,0.030443,0.01242,0.010209,0,0.015678
"MSTRG.10515",2.375541,3.672266,2.658314,3.643512,4.888728,6.328012
"MSTRG.10516",0.015084,0.071274,0.0312,0.017917,0,0
"MSTRG.10517",0.575795,1.044609,0.424619,0.873011,0.610533,0.609039
"MSTRG.10518",3.231778,2.484018,1.711224,2.187011,1.733222,3.319909
"MSTRG.10519",0.013021,0,0.022679,0.03975,0.058001,0
"MSTRG.1052",0,0,0,0,0,0
"MSTRG.10520",0,0,0,0,0,0.02984
"MSTRG.10521",0,0,0,0,0,0.005339
"MSTRG.10522",11.956948,13.980392,8.89677,10.800454,11.292465,11.672043
"MSTRG.10523",7.567556,7.902854,7.301811,8.882976,10.709756,11.737186
"MSTRG.10524",117.198048,127.119103,132.975998,138.674286,111.412456,115.026592
"MSTRG.10525",0.822651,0.255493,0.43716,0.101714,0.053358,0.028385
"MSTRG.10526",0,0,0,0,0,0
"MSTRG.10527",0.004605,0,0.047626,0.033383,0.072738,0.016871
"MSTRG.10528",0,0,0,0,0,0
"MSTRG.10529",0,0,0,0,0,0.007938
"MSTRG.1053",0,0,0.044078,0,0,0
"MSTRG.10530",15.161647,14.683783,13.790759,17.385654,13.093996,14.824266
"MSTRG.10531",17.525072,20.060309,16.107492,18.732606,23.408534,23.570381
"MSTRG.10532",0,0,0,0,0,0
"MSTRG.10533",40.892727,46.59974,35.875657,34.755918,32.778705,35.221345
"MSTRG.10534",0.168713,0.21483,0.058682,0.091122,0.15965,0.119835
"MSTRG.10535",0.149573,0.092935,0.025178,0.036103,0.092932,0.071716
"MSTRG.10536",2.495194,2.472879,1.496308,1.921242,1.66876,1.810242
"MSTRG.10537",0.030625,0.033763,0.017749,0.002362,0.017353,0.012822
"MSTRG.10538",0.058614,0.032428,0.033491,0.015403,0.027551,0.012147
"MSTRG.10539",44.581,48.744886,45.262376,46.467061,34.347625,37.627495
"MSTRG.1054",7.805315,7.52118,11.577738,14.254989,9.398655,10.557855
"MSTRG.10540",43.939746,48.644764,42.323586,44.640491,30.924376,30.857812
"MSTRG.10541",0,0.035795,0.091014,0,0,0
"MSTRG.10542",34.830203,42.396336,36.339607,56.624602,41.195236,37.879242
"MSTRG.10543",0.044571,0.028228,0.023491,0.04621,0.028835,0.039701
"MSTRG.10544",7.814123,9.595704,6.623779,9.32737,6.348772,8.386345
"MSTRG.10545",1.3482,1.195372,0.66787,1.460923,0.67307,0.969238
"MSTRG.10546",13.820256,18.025802,13.41972,13.94686,17.516672,17.640719
"MSTRG.10547",0.437665,0.504637,0.190254,0.22686,0.532701,0.797556
"MSTRG.10548",53.843506,58.982072,63.903903,65.987528,47.998905,49.085085
"MSTRG.10549",6.224731,7.655039,5.835323,5.322988,6.445172,6.88804
"MSTRG.1055",0,0,0,0.033687,0,0
"MSTRG.10550",5.056334,6.677218,4.997732,5.854134,4.564957,6.399611
"MSTRG.10551",15.847284,21.699719,18.734785,18.896402,15.883352,18.573222
"MSTRG.10552",6.537981,6.891396,5.238999,6.71778,6.324671,6.8465
"MSTRG.10553",6.33965,5.644159,4.799696,5.610558,4.28538,5.184457
"MSTRG.10554",13.20024,20.954104,14.629922,17.865166,15.613568,18.968906
"MSTRG.10555",0.327119,0.39173,0.641717,0.514521,0.828326,0.940785
"MSTRG.10556",20.025229,24.916342,25.963356,25.567118,14.363004,17.080026
"MSTRG.10557",22.378902,28.266857,19.427389,22.328075,20.178778,23.020624
"MSTRG.10558",23.176827,23.337993,22.978309,24.472178,22.886215,25.41379
"MSTRG.10559",0.337477,0.211145,0.10734,0.13897,0,0
"MSTRG.1056",0,0,0,0,0,0
"MSTRG.10560",2.839493,2.781232,2.734718,3.515954,2.092001,2.650952
"MSTRG.10561",10.80057,12.947488,11.726812,11.684382,64.585451,60.041182
"MSTRG.10562",0,0,0,0,0,0
"MSTRG.10563",0.086508,0.022535,0.029554,0.050675,0.265458,0.274172
"MSTRG.10564",3.007975,1.749118,2.915723,3.022813,1.515825,2.313431
"MSTRG.10565",12.180841,12.631638,14.249122,14.783123,9.708176,10.363224
"MSTRG.10566",0,0,0,0,0,0
"MSTRG.10567",4.4172,4.715388,4.528489,4.90358,15.776128,15.174967
"MSTRG.10568",0.36666,0,0,0,0,0
"MSTRG.10569",0.099867,0,0.023654,0,0,0
"MSTRG.1057",0,0,0,0,0,0
"MSTRG.10570",0,0,0,0,0,0
"MSTRG.10571",0.224649,0.299655,0.149904,0.205848,0.237252,0.346423
"MSTRG.10572",100.751189,94.833329,108.568773,112.210846,75.116052,78.166579
"MSTRG.10573",3.659973,4.788184,4.919392,6.137468,2.725883,3.400883
"MSTRG.10574",12.544891,13.753767,9.960829,9.761065,12.165421,16.528185
"MSTRG.10575",0.043134,0,0,0.037963,0,0
"MSTRG.10576",0,0,0,0,0,0
"MSTRG.10577",0,0,0,0,0,0
"MSTRG.10578",0,0,0,0,0,0
"MSTRG.10579",0.09653,0.161361,0.111437,0.143037,0,0
"MSTRG.1058",16.201979,16.605724,12.404351,13.320054,11.600823,11.725078
"MSTRG.10580",0.215298,0,0.043074,0.088515,0,0
"MSTRG.10581",10.820371,15.165341,9.073438,10.394459,15.298586,13.510868
"MSTRG.10582",0.23006,0.159065,0.018517,0.0669,0.009707,0
"MSTRG.10583",0,0,0,0,0,0
"MSTRG.10584",0.342328,0.227346,0.426999,0.287001,0,0
"MSTRG.10585",0,0,0,0,0,0
"MSTRG.10586",0.194662,0.276929,0.127278,0.207653,0,0
"MSTRG.10587",0,0,0,0.086123,0,0
"MSTRG.10588",0,0,0,0,0,0
"MSTRG.10589",0.100036,0,0,0,0,0
"MSTRG.1059",1.102783,1.173264,1.25008,1.330157,0.362265,0.829898
"MSTRG.10590",0.224551,0.441277,0,0.377211,0,0
"MSTRG.10591",0.052184,0,0,0.056904,0,0
"MSTRG.10592",0.204042,0.145864,0.11582,0.167703,0.230616,0.60362
"MSTRG.10593",0,0,0,0,0,0
"MSTRG.10594",9.949202,13.206045,9.474298,11.309046,6.915195,7.492457
"MSTRG.10595",0.071093,0.05395,0.027376,0.007535,0.030674,0
"MSTRG.10596",0.514945,0.181874,0.254439,0,0,0.025802
"MSTRG.10597",6.632488,6.534452,8.031523,8.342533,4.514048,5.094644
"MSTRG.10598",50.40846,56.72701,55.234899,54.450519,41.976007,44.102469
"MSTRG.10599",0,0,0,0,0,0
"MSTRG.106",0,0,0,0,0,0
"MSTRG.1060",1.99039,4.283933,2.195311,3.621568,2.774884,3.331571
"MSTRG.10600",9.021129,9.384409,6.377847,8.941367,13.048209,13.89096
"MSTRG.10601",117.236458,118.326157,126.611633,129.037918,105.880363,107.66423
"MSTRG.10602",26.767267,31.412512,22.224411,23.333202,17.705349,19.828156
"MSTRG.10603",0,0,0,0,0,0
"MSTRG.10604",5.025082,3.514225,6.737502,8.230489,6.409971,9.125471
"MSTRG.10605",0,0,0,0,0,0
"MSTRG.10606",9.303489,10.629563,6.079692,7.348151,9.752583,9.698334
"MSTRG.10607",0.181011,0.141496,0.07084,0.053026,0.096089,0.089771
"MSTRG.10608",0.175815,0.140826,0.055055,0.045895,0.049462,0.042136
"MSTRG.10609",0.404182,0.602724,0.342512,0.345374,0.662114,0.842814
"MSTRG.1061",2.190821,2.76528,2.142526,2.106375,0.919921,1.385333
"MSTRG.10610",18.479233,21.993413,16.144571,17.752532,19.087564,22.560882
"MSTRG.10611",34.632085,38.512078,32.837258,34.514688,30.360012,30.258275
"MSTRG.10612",0.819274,0.744335,0.414001,0.405526,0.745269,0.801238
"MSTRG.10613",1.13872,0.903194,0.395907,1.413619,0.538551,0.831923
"MSTRG.10614",4.719842,5.212813,4.34436,5.159407,3.789114,4.491583
"MSTRG.10615",0,0,0,0,0,0
"MSTRG.10616",0,0,0.020034,0,0,0.007166
"MSTRG.10617",0,0,0,0,0,0
"MSTRG.10618",0,0,0,0,0,0
"MSTRG.10619",0.078478,0.090413,0.042,0.08879,0.187696,0.137215
"MSTRG.1062",0.968965,2.018598,1.525245,1.675755,0.872293,1.040105
"MSTRG.10620",18.725797,19.362976,16.041558,15.073739,13.49421,16.237753
"MSTRG.10621",0.023502,0,0,0,0,0
"MSTRG.10622",0,0,0,0,0,0
"MSTRG.10623",0,0,0,0,0,0
"MSTRG.10624",74.057279,80.139921,82.692643,84.363523,66.576193,64.069585
"MSTRG.10625",0,0,0,0,0,0
"MSTRG.10626",0.026235,0,0,0,0,0
"MSTRG.10627",7.16314,7.694519,5.098525,6.003744,7.241767,8.570232
"MSTRG.10628",0,0.19623,0,0,0,0
"MSTRG.10629",0.022404,0,0,0,0,0
"MSTRG.1063",0,0.015868,0,0.005066,0,0
"MSTRG.10630",5.256148,8.535286,4.155559,4.430208,4.889203,6.508216
"MSTRG.10631",24.166767,28.131127,30.548885,33.941646,23.716176,24.746649
"MSTRG.10632",0,0.018709,0,0,0,0
"MSTRG.10633",27.299002,32.088417,28.40004,28.595501,37.472866,37.725735
"MSTRG.10634",0.074534,0,0,0.013712,0,0
"MSTRG.10635",37.917613,38.020309,25.963001,27.978458,18.899971,24.685124
"MSTRG.10636",0.025308,0.078366,0.048373,0.074997,0.105005,0.040752
"MSTRG.10637",0,0,0,0,0,0
"MSTRG.10638",1.824517,2.211097,2.22744,2.505513,3.343739,4.075238
"MSTRG.10639",0,0,0,0,0,0
"MSTRG.1064",3.569849,4.695983,5.419271,6.52918,3.256829,2.938783
"MSTRG.10640",1.353962,6.838112,3.631455,1.543802,4.219295,3.274951
"MSTRG.10641",0,0,0,0,0,0
"MSTRG.10642",0,0,0,0,0,0
"MSTRG.10643",0.107731,0.044343,0,0.074926,0.051268,0.100326
"MSTRG.10644",0,0,0,0,0,0
"MSTRG.10645",0,0,0,0,0,0
"MSTRG.10646",5.537961,8.469608,9.615862,8.163198,8.150653,9.691603
"MSTRG.10647",0,0,0,0,0,0
"MSTRG.10648",0.032382,0.032631,0.031467,0,0,0
"MSTRG.10649",0.068748,0.004056,0,0,0,0.006692
"MSTRG.1065",0.280403,0,0,0.169221,0,0
"MSTRG.10650",0.038946,0.016973,0.025796,0.02148,0,0
"MSTRG.10651",24.829072,32.321303,20.413244,24.23576,38.306965,42.570766
"MSTRG.10652",0,0,0,0,0,0
"MSTRG.10653",0,0,0,0,0,0
"MSTRG.10654",0,0.049455,0.018998,0,0,0
"MSTRG.10655",0.624671,0.85812,0.563322,1.151474,0.063177,0.44604
"MSTRG.10656",0,0,0,0,0,0
"MSTRG.10657",0,0,0,0,0,0.039145
"MSTRG.10658",0,0,0,0,0,0
"MSTRG.10659",0,0,0,0.034605,0,0
"MSTRG.1066",0.310015,0.223824,0.262428,0.239752,0.202674,0.272031
"MSTRG.10660",0,0,0,0,0,0
"MSTRG.10661",0.040436,0.140657,0.15945,0.097678,0.096347,0.039431
"MSTRG.10662",10.55814,16.350915,13.17814,14.77612,15.642551,15.959849
"MSTRG.10663",0,0,0,0,0,0
"MSTRG.10664",0.068092,0.010854,0.023582,0.11586,0.014772,0.036586
"MSTRG.10665",0,0,0,0,0,0
"MSTRG.10666",0.016165,0.030062,0,0.004029,0,0.02099
"MSTRG.10667",0.008831,0.007683,0.029912,0.040053,0.018359,0.004678
"MSTRG.10668",0,0,0,0,0.022839,0
"MSTRG.10669",0,0,0.077159,0,0,0.020327
"MSTRG.1067",2.573341,2.749184,2.564979,3.612993,2.430385,1.966677
"MSTRG.10670",0.030938,0,0.070453,0.100144,0.109569,0.067936
"MSTRG.10671",0,0,0,0,0,0.046928
"MSTRG.10672",94.155792,95.076973,99.910965,100.090416,85.048981,0
"MSTRG.10673",55.5986,56.576356,59.685847,61.385263,47.675834,54.270152
"MSTRG.10674",0.117001,0.127171,0,0.078433,0,0.064014
"MSTRG.10675",0.177982,0.214142,0.066738,0.09576,0.05708,0
"MSTRG.10676",3.191452,3.419071,4.462387,3.522354,3.114451,2.969945
"MSTRG.10677",0.330344,0.124964,0,0,0,0.162197
"MSTRG.10678",66.099846,78.277843,72.5433,77.079498,44.755316,48.740555
"MSTRG.10679",28.776865,32.694488,29.102452,30.955093,16.72342,20.01766
"MSTRG.1068",4.221868,3.98122,4.335869,4.936614,3.681955,3.834084
"MSTRG.10680",38.778625,47.973701,41.471054,43.359801,41.057438,39.772136
"MSTRG.10681",1.219404,1.723359,1.640311,1.234207,0.140276,0.217766
"MSTRG.10682",0.040436,0.140657,0.15945,0.097678,0.096347,0.039431
"MSTRG.10683",0,0,0,0,0,0
"MSTRG.10684",15.540461,21.08645,12.875691,16.143191,22.236315,23.069192
"MSTRG.10685",0.142775,0,0.095474,0.146544,0,0
"MSTRG.10686",0.607409,0.509055,0.383779,0.274414,0.109646,0.171966
"MSTRG.10687",0.404504,0.361719,0.791703,0.351903,0.171446,0.118941
"MSTRG.10688",0,0,0,0,0,0
"MSTRG.10689",5.823668,6.908115,6.467209,6.81662,4.319695,5.203373
"MSTRG.1069",1.602962,1.974351,2.085488,2.425803,1.005361,1.697641
"MSTRG.10690",0,0,0,0,0,0
"MSTRG.10691",0.121859,0.089451,0.410887,0.116028,0.635217,0.406488
"MSTRG.10692",5.116896,34.05254,2.429874,18.842194,4.981343,10.478916
"MSTRG.10693",9.226363,10.749013,6.082837,5.744697,6.960541,7.990567
"MSTRG.10694",0.05113,0.038786,0.063044,4.487357,18.830437,0.412558
"MSTRG.10695",1.349408,2.293384,2.017798,1.980512,2.362703,2.738419
"MSTRG.10696",45.407546,54.681255,39.201193,52.180023,50.687675,85.155644
"MSTRG.10697",34.217217,37.569061,35.61638,35.208191,35.073647,34.315491
"MSTRG.10698",106.532075,115.885229,115.554236,117.176978,67.174253,67.747704
"MSTRG.10699",30.90169,32.122117,27.80351,33.029249,28.807816,35.843485
"MSTRG.107",0,0,0,0,0,0
"MSTRG.1070",19.345948,21.816957,17.110945,17.119214,10.235485,16.095455
"MSTRG.10700",0,0.061505,0,0,0,0
"MSTRG.10701",0,0,0.028423,0,0,0.01549
"MSTRG.10702",0,0,0,0,0,0
"MSTRG.10703",0,0,0,0,0,0
"MSTRG.10704",0,0,0,0,0,0
"MSTRG.10705",11.470414,13.794298,9.066214,9.331506,8.858221,10.034377
"MSTRG.10706",0.045441,0.07284,0,0.095528,0,0.246232
"MSTRG.10707",1.61099,2.013553,1.436257,2.295533,2.392879,2.097677
